Num Epoch;Time;Training loss;Validation loss
1;283.36018562316895;0.37802303886;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
2;271.5907201766968;0.237320736465;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
3;271.75394678115845;0.214213972566;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
4;277.4928185939789;0.189366363403;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
5;271.68871307373047;0.150772871932;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
6;271.48565220832825;0.130175971461;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
7;277.5746479034424;0.121759805897;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
8;272.0167603492737;0.115657389923;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
9;272.0087962150574;0.112572003087;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
10;277.1673221588135;0.110411989813;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
11;271.31242203712463;0.198572777833;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
12;271.8373951911926;0.293837618773;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
13;276.50473642349243;0.237146107963;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
14;271.5228371620178;0.218758235375;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
15;271.10851860046387;0.181871138237;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
16;276.0684463977814;0.155364786861;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
17;271.39554476737976;0.144384446243;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
18;269.0602855682373;0.137018790538;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
19;274.2198748588562;0.132803728045;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
20;268.822722196579;0.129037406709;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
21;269.8818247318268;0.126432756307;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
22;275.0672073364258;0.124203536453;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
23;269.64644598960876;0.122030574483;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
24;269.3071188926697;0.120487544272;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
25;274.1041069030762;0.119300911134;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
26;269.6899449825287;0.117759932798;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
27;269.9139504432678;0.116562883128;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
28;275.53717732429504;0.116644129364;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
29;270.44259428977966;0.113732820308;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
30;269.8674340248108;0.113159578501;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
31;275.9608383178711;0.112561682929;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
32;269.546231508255;0.112141782487;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
33;269.20967531204224;0.111599958467;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
34;275.7579448223114;0.111356863614;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
35;270.49967670440674;0.11091233514;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
36;269.99498987197876;0.110721183596;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
37;275.51036286354065;0.109865640118;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
38;270.3898446559906;0.109433441526;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
39;270.00200390815735;0.108991773592;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
40;275.92669582366943;0.108463228991;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
41;271.2866802215576;0.108277160467;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
42;271.2883038520813;0.10785225627;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
43;277.82124614715576;0.107463063534;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
44;270.1808307170868;0.107103543632;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
45;271.68783020973206;0.106782006376;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
46;277.813679933548;0.106637469113;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
47;272.3513653278351;0.106406563065;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
48;272.0979013442993;0.105909187623;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
49;276.5137197971344;0.105735782672;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
50;271.6584322452545;0.105414184776;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
51;271.7638931274414;0.105195742445;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
52;275.9211530685425;0.105015942551;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
53;270.4228780269623;0.104752181788;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
54;269.77325201034546;0.104406784806;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
55;275.69097542762756;0.1042842558;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
56;268.60922360420227;0.104111928631;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
57;271.352801322937;0.103998918638;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
58;275.2219350337982;0.103671918865;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
59;270.654905796051;0.103499680689;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
60;270.8164734840393;0.103288853541;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
61;276.3887915611267;0.103085736365;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
62;271.1901116371155;0.102903578637;"Tensor(""gru3l32u/Mean_1:0"", shape=(), dtype=float32)"
